"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"460",24," Private",16,"NeverMarried"," Exec-managerial",2,40,1
"461",19," Private",13,"NeverMarried"," Protective-serv",2,8,1
"462",43," Private",13,"Married"," Exec-managerial",2,40,1
"463",47," gov",12,"DSW"," Adm-clerical",1,40,1
"464",39," Private",12,"DSW"," Other-service",1,40,1
"465",49," Private",14,"Married"," Handlers-cleaners",2,42,1
"466",32," Private",14,"NeverMarried"," Craft-repair",2,45,1
"467",34," Private",13,"Married"," Prof-specialty",2,50,2
"468",28," Private",12,"DSW"," Craft-repair",2,45,1
"469",25," Private",13,"NeverMarried"," Adm-clerical",1,20,1
"470",34," Private",16,"Married"," Prof-specialty",2,50,2
"471",50," Private",12,"Married"," Exec-managerial",2,50,2
"472",24," gov",13,"DSW"," Handlers-cleaners",2,50,1
"473",37," gov",13,"Married"," Tech-support",2,45,2
"474",44," Private",13,"DSW"," Machine-op-inspct",2,58,2
"475",28," Private",13,"Married"," Sales",1,40,1
"476",42," Private",16,"Married"," Exec-managerial",2,40,2
"477",74," Private",13,"DSW"," Adm-clerical",1,9,1
"478",38," Self-emp-not-inc",12,"Married"," Craft-repair",2,50,1
"479",44," Self-emp-not-inc",17,"Married"," Prof-specialty",2,40,1
"480",44," Private",10,"DSW"," Machine-op-inspct",1,46,1
"481",26," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"482",36," Private",12,"Married"," Other-service",2,40,1
"483",41," Private",15,"Married"," Exec-managerial",1,50,2
"484",67," Private",18,"Married"," Prof-specialty",2,48,2
"485",39," gov",11,"Married"," Tech-support",2,50,1
"486",29," Private",14,"DSW"," Craft-repair",2,40,1
"487",31," Self-emp-inc",16,"NeverMarried"," Farming-fishing",1,45,1
"488",44," Private",13,"Married"," Transport-moving",2,40,1
"489",29," Private",19,"NeverMarried"," Prof-specialty",2,40,1
"490",30," Private",13,"NeverMarried"," Handlers-cleaners",1,40,1
"491",27," Private",12,"NeverMarried"," Transport-moving",2,40,1
"492",27," Private",13,"Married"," Sales",2,50,1
"493",32," Private",12,"NeverMarried"," Handlers-cleaners",1,45,1
"494",58," Private",9,"Married"," Other-service",1,8,1
"495",35," gov",13,"Married"," Protective-serv",2,40,1
"496",21," Private",12,"NeverMarried"," Handlers-cleaners",2,36,1
"497",28," Private",13,"NeverMarried"," Craft-repair",2,40,1
"498",46," Self-emp-not-inc",13,"DSW"," Exec-managerial",2,50,1
"499",36," Self-emp-not-inc",12,"DSW"," Other-service",1,40,1
"500",72," Private",10,"DSW"," Adm-clerical",1,40,1
"501",35," Private",12,"Married"," Machine-op-inspct",1,40,1
"502",33," gov",14,"DSW"," Craft-repair",1,40,2
"503",69," Private",10,"NeverMarried"," Machine-op-inspct",1,40,1
"504",35," Private",12,"Married"," Machine-op-inspct",2,40,1
"505",31," Private",12,"DSW"," Adm-clerical",1,20,1
"506",34," Private",12,"Married"," Tech-support",1,32,1
"507",30," Private",10,"Married"," Other-service",2,40,1
"508",28," Private",16,"NeverMarried"," Transport-moving",2,55,1
"509",54," Private",16,"Married"," Sales",2,35,2
"510",47," Private",13,"Married"," Prof-specialty",2,50,2
"511",24," Private",12,"NeverMarried"," Handlers-cleaners",1,40,1
"512",52," Self-emp-not-inc",16,"Married"," Prof-specialty",2,60,2
"513",20," Private",12,"NeverMarried"," Handlers-cleaners",2,48,1
"514",43," Self-emp-inc",17,"Married"," Exec-managerial",2,45,1
"515",45," Private",7,"DSW"," Other-service",1,40,1
"516",29," Self-emp-not-inc",12,"DSW"," Craft-repair",2,35,1
"517",47," Private",17,"DSW"," Exec-managerial",2,42,1
"518",24," Private",12,"NeverMarried"," Craft-repair",2,40,1
"519",51," Private",12,"Married"," Prof-specialty",2,40,1
"520",17," Private",10,"NeverMarried"," Sales",2,12,1
"521",37," Private",14,"Married"," Craft-repair",2,40,2
"522",27," Private",19,"NeverMarried"," Prof-specialty",1,70,1
"523",29," Private",16,"Married"," Exec-managerial",2,40,2
"524",36," Self-emp-not-inc",15,"DSW"," Sales",1,35,1
"525",58," gov",16,"NeverMarried"," Prof-specialty",1,40,1
"526",26," Self-emp-not-inc",13,"Married"," Craft-repair",2,45,1
"527",57," Private",12,"Married"," Sales",2,40,2
"528",59," Private",12,"Married"," Craft-repair",2,40,1
"529",27," Private",12,"Married"," Machine-op-inspct",2,40,1
"530",31," Self-emp-not-inc",16,"NeverMarried"," Tech-support",2,40,1
"531",21," Private",13,"NeverMarried"," Sales",1,24,1
"532",29," Private",13,"NeverMarried"," Adm-clerical",2,60,1
"533",18," Private",10,"NeverMarried"," Other-service",2,40,1
"534",52," Private",9,"Married"," Craft-repair",2,47,2
"535",60," Private",7,"NeverMarried"," Transport-moving",2,48,2
"536",31," Private",16,"Married"," Prof-specialty",2,40,2
"537",23," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"538",27," Private",12,"NeverMarried"," Sales",2,40,1
"539",42," Self-emp-not-inc",18,"Married"," Prof-specialty",2,50,2
"540",25," Private",13,"NeverMarried"," Tech-support",2,40,1
"541",49," Private",16,"NeverMarried"," Prof-specialty",1,45,1
"542",32," Private",16,"NeverMarried"," Tech-support",2,40,1
"543",19," Private",13,"NeverMarried"," Adm-clerical",2,28,1
"544",60," Private",7,"DSW"," Other-service",1,40,1
"545",42," gov",8,"Married"," Other-service",2,40,1
"546",35," Self-emp-not-inc",15,"NeverMarried"," Farming-fishing",2,40,1
"547",48," Private",12,"NeverMarried"," Adm-clerical",1,37,1
"548",51," Private",17,"Married"," Craft-repair",2,40,2
"549",29," Private",12,"NeverMarried"," Craft-repair",2,40,1
"550",36," gov",12,"DSW"," Exec-managerial",2,40,1
"551",17," Private",9,"NeverMarried"," Other-service",1,21,1
"552",52," Private",17,"DSW"," Prof-specialty",1,60,1
"553",24," Private",12,"NeverMarried"," Craft-repair",2,40,1
"554",24," Private",12,"Married"," Handlers-cleaners",2,50,1
"555",26," gov",16,"NeverMarried"," Prof-specialty",2,40,1
"556",27," Private",16,"NeverMarried"," Other-service",1,20,1
"557",39," Private",12,"NeverMarried"," Handlers-cleaners",2,60,1
"558",30," Private",12,"Married"," Transport-moving",2,45,1
"559",50," Self-emp-not-inc",12,"Married"," Exec-managerial",2,32,1
"560",52," Self-emp-inc",16,"Married"," Sales",2,55,1
"561",46," Private",18,"Married"," Prof-specialty",2,45,2
"562",23," Private",16,"NeverMarried"," Sales",1,20,1
"563",45," Private",10,"DSW"," Other-service",1,20,1
"564",65," Private",8,"DSW"," Priv-house-serv",1,24,1
"565",29," Private",14,"Married"," Transport-moving",2,55,1
"566",47," Private",8,"Married"," Handlers-cleaners",2,40,1
"567",30," Private",12,"NeverMarried"," Farming-fishing",2,60,1
"568",34," Private",12,"Married"," Sales",2,45,2
"569",38," Self-emp-not-inc",12,"Married"," Sales",2,64,1
"570",33," Private",13,"Married"," Exec-managerial",2,40,2
"571",49," Private",16,"Married"," Sales",2,26,2
"572",47," Self-emp-not-inc",13,"NeverMarried"," Other-service",1,40,1
"573",49," gov",9,"DSW"," Other-service",1,40,1
"574",43," Private",13,"Married"," Craft-repair",2,60,2
"575",30," Private",16,"Married"," Adm-clerical",1,40,2
"576",58," Self-emp-not-inc",12,"Married"," Craft-repair",2,60,1
"577",19," Private",12,"NeverMarried"," Other-service",1,14,1
"578",21," Private",16,"NeverMarried"," Handlers-cleaners",2,40,1
"579",33," Private",16,"Married"," Exec-managerial",2,60,2
"580",47," Self-emp-inc",6,"Married"," Transport-moving",2,50,1
"581",52," Self-emp-not-inc",19,"Married"," Prof-specialty",2,60,2
"582",26," Private",12,"DSW"," Craft-repair",2,55,1
"583",60," Private",12,"Married"," Craft-repair",2,40,1
"584",21," Private",13,"NeverMarried"," Handlers-cleaners",2,40,1
"585",36," Private",13,"Married"," Sales",2,50,2
"586",31," Private",13,"Married"," Craft-repair",2,45,1
"587",50," Self-emp-inc",19,"DSW"," Prof-specialty",2,40,2
"588",31," gov",12,"DSW"," Adm-clerical",1,40,1
"589",71," Private",12,"Married"," Craft-repair",2,15,1
"590",30," gov",16,"Married"," Tech-support",2,40,2
"591",20," Private",13,"NeverMarried"," Other-service",2,20,1
"592",24," Private",12,"NeverMarried"," Exec-managerial",2,50,1
"593",35," Private",19,"Married"," Prof-specialty",2,40,2
"594",38," gov",13,"DSW"," Exec-managerial",1,45,1
"595",27," Private",12,"NeverMarried"," Machine-op-inspct",1,32,1
"596",29," gov",13,"NeverMarried"," Adm-clerical",1,40,1
"597",34," Private",12,"Married"," Craft-repair",2,45,1
"598",44," Private",7,"Married"," Craft-repair",2,35,1
"599",43," Private",12,"Married"," Machine-op-inspct",2,40,2
"600",44," Self-emp-not-inc",11,"Married"," Handlers-cleaners",2,40,2
"601",35," Private",17,"NeverMarried"," Sales",2,60,1
"602",27," Private",13,"NeverMarried"," Prof-specialty",2,40,1
"603",43," gov",17,"NeverMarried"," Prof-specialty",2,38,1
"604",20," Private",13,"NeverMarried"," Sales",1,25,1
"605",42," Private",15,"DSW"," Prof-specialty",1,40,2
"606",27," gov",13,"Married"," Transport-moving",2,40,1
"607",42," Private",12,"Married"," Craft-repair",2,40,2
"608",24," Private",8,"NeverMarried"," Machine-op-inspct",2,40,1
"609",48," gov",13,"DSW"," Exec-managerial",2,40,1
"610",17," Self-emp-not-inc",10,"NeverMarried"," Farming-fishing",2,10,1
"611",33," Private",16,"Married"," Exec-managerial",2,40,2
"612",50," Self-emp-inc",12,"Married"," Sales",2,50,2
"613",22," Private",12,"NeverMarried"," Sales",1,40,1
"614",17," Private",11,"NeverMarried"," Other-service",2,16,1
"615",32," Private",13,"Married"," Adm-clerical",2,40,1
"616",31," Private",12,"NeverMarried"," Craft-repair",2,45,1
"617",58," Self-emp-not-inc",12,"DSW"," Exec-managerial",2,50,1
"618",29," gov",12,"NeverMarried"," Protective-serv",2,48,1
"619",37," Private",14,"Married"," Craft-repair",2,40,2
"620",34," Self-emp-not-inc",12,"Married"," Craft-repair",2,40,2
"621",23," gov",13,"DSW"," Exec-managerial",2,40,1
"622",34," Private",12,"DSW"," Exec-managerial",1,40,1
"623",45," gov",16,"Married"," Prof-specialty",1,55,1
"624",41," Private",17,"NeverMarried"," Exec-managerial",2,35,1
"625",26," Private",12,"NeverMarried"," Other-service",2,30,1
"626",54," gov",13,"Married"," Farming-fishing",2,40,1
"627",24," Private",13,"NeverMarried"," Machine-op-inspct",1,45,1
"628",42," Private",13,"Married"," Prof-specialty",2,50,1
"629",20," Private",13,"NeverMarried"," Prof-specialty",2,20,1
"630",23," gov",16,"NeverMarried"," Tech-support",1,20,1
"631",35," Private",17,"NeverMarried"," Prof-specialty",2,60,2
"632",31," Private",17,"Married"," Tech-support",2,40,2
"633",30," Private",16,"NeverMarried"," Prof-specialty",1,40,1
"634",19," Private",12,"NeverMarried"," Sales",1,20,1
"635",36," gov",16,"NeverMarried"," Prof-specialty",2,50,1
"636",31," Private",16,"DSW"," Sales",1,40,1
"637",21," Private",13,"NeverMarried"," Handlers-cleaners",2,30,1
"638",31," Self-emp-not-inc",13,"Married"," Craft-repair",2,40,1
"639",46," Private",19,"DSW"," Prof-specialty",1,65,2
"640",44," Private",16,"DSW"," Exec-managerial",1,50,2
"641",40," Private",11,"Married"," Other-service",2,40,1
"642",45," Private",13,"NeverMarried"," Sales",2,40,1
"643",60," Private",12,"Married"," Craft-repair",2,35,1
"644",18," Private",10,"NeverMarried"," Other-service",2,25,1
"645",28," Private",16,"Married"," Prof-specialty",2,40,1
"646",36," Private",13,"DSW"," Adm-clerical",1,40,1
"647",36," Private",16,"DSW"," Prof-specialty",2,40,1
"648",40," Private",14,"Married"," Tech-support",2,40,1
"649",36," gov",16,"DSW"," Adm-clerical",1,35,1
"650",31," Private",12,"DSW"," Other-service",1,40,1
"651",33," Private",12,"Married"," Machine-op-inspct",2,40,1
"652",19," gov",12,"NeverMarried"," Tech-support",1,40,1
"653",22," Private",13,"NeverMarried"," Sales",1,15,1
"654",34," Private",16,"Married"," Exec-managerial",2,45,2
"655",33," Private",12,"NeverMarried"," Other-service",2,40,1
"656",41," Private",12,"Married"," Craft-repair",2,60,1
"657",29," Private",16,"NeverMarried"," Prof-specialty",2,40,1
"658",50," gov",12,"Married"," Exec-managerial",2,42,2
"659",42," Private",16,"Married"," Exec-managerial",2,45,2
"660",43," Private",16,"NeverMarried"," Prof-specialty",2,40,2
"661",44," Private",12,"Married"," Sales",1,40,1
"662",20," Private",13,"NeverMarried"," Other-service",1,20,1
"663",31," Private",12,"Married"," Other-service",2,40,1
"664",65," Self-emp-not-inc",10,"Married"," Exec-managerial",2,59,2
"665",23," Private",13,"NeverMarried"," Other-service",1,24,1
"666",55," Private",13,"DSW"," Adm-clerical",1,40,1
"667",26," Private",14,"Married"," Adm-clerical",2,45,1
"668",25," Private",14,"NeverMarried"," Other-service",1,15,1
"669",35," Private",13,"Married"," Craft-repair",2,40,1
"670",36," Private",13,"NeverMarried"," Sales",1,36,1
"671",43," gov",16,"Married"," Prof-specialty",2,50,1
"672",56," Private",12,"DSW"," Other-service",1,20,1
"673",42," Private",16,"Married"," Tech-support",2,40,2
"674",19," Private",13,"NeverMarried"," Other-service",1,25,1
"675",55," Self-emp-not-inc",12,"Married"," Transport-moving",2,72,1
"676",42," Private",17,"NeverMarried"," Exec-managerial",1,50,2
"677",26," Private",14,"NeverMarried"," Tech-support",2,40,1
"678",17," Private",11,"NeverMarried"," Handlers-cleaners",2,20,1
"679",42," gov",16,"Married"," Prof-specialty",1,40,2
"680",55," Private",12,"Married"," Transport-moving",2,40,2
"681",32," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"682",29," Private",10,"NeverMarried"," Craft-repair",2,40,1
"683",46," gov",16,"Married"," Prof-specialty",2,37,1
"684",29," gov",16,"Married"," Exec-managerial",2,40,2
"685",22," Private",16,"NeverMarried"," Prof-specialty",2,20,1
"686",58," Self-emp-not-inc",9,"Married"," Craft-repair",2,40,1
"687",23," Private",12,"NeverMarried"," Transport-moving",2,50,1
"688",39," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"689",27," Private",14,"NeverMarried"," Craft-repair",2,38,1
"690",54," Private",12,"Married"," Transport-moving",2,40,2
"691",33," gov",16,"NeverMarried"," Prof-specialty",1,45,1
"692",46," gov",12,"Married"," Adm-clerical",1,40,2
"693",37," Private",12,"NeverMarried"," Farming-fishing",2,40,1
"694",36," Private",12,"NeverMarried"," Other-service",1,18,1
"695",59," gov",12,"Married"," Adm-clerical",1,38,2
"696",34," gov",12,"DSW"," Protective-serv",2,40,1
"697",53," Self-emp-inc",19,"Married"," Exec-managerial",2,70,2
"698",51," Private",16,"NeverMarried"," Sales",2,55,2
"699",32," Private",9,"DSW"," Other-service",1,42,1
"700",31," gov",13,"Married"," Other-service",2,40,1
"701",22," Private",13,"Married"," Sales",1,30,1
"702",47," Self-emp-not-inc",16,"DSW"," Sales",1,50,1
"703",32," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"704",26," Private",13,"NeverMarried"," Farming-fishing",1,38,1
"705",37," Private",6,"DSW"," Farming-fishing",2,32,1
"706",31," Private",12,"DSW"," Craft-repair",2,55,1
"707",37," Private",14,"Married"," Tech-support",1,24,2
"708",55," Private",12,"NeverMarried"," Sales",2,38,1
"709",23," gov",14,"DSW"," Tech-support",2,56,1
"710",36," Private",13,"DSW"," Adm-clerical",1,40,1
"711",34," Private",17,"Married"," Prof-specialty",2,40,1
"712",43," Private",16,"Married"," Sales",2,50,2
"713",54," Private",13,"NeverMarried"," Tech-support",2,40,1
"714",43," gov",13,"Married"," Craft-repair",2,40,1
"715",28," Private",14,"NeverMarried"," Machine-op-inspct",1,42,1
"716",40," Private",14,"Married"," Exec-managerial",2,50,2
"717",41," Self-emp-not-inc",13,"Married"," Exec-managerial",2,60,1
"718",40," Private",16,"NeverMarried"," Sales",1,55,2
"719",42," Private",13,"DSW"," Adm-clerical",1,38,1
"720",61," Self-emp-not-inc",12,"Married"," Farming-fishing",2,50,1
"721",18," Private",11,"NeverMarried"," Machine-op-inspct",2,30,1
"722",48," Private",14,"Married"," Tech-support",2,50,2
"723",41," Self-emp-inc",16,"Married"," Tech-support",2,40,1
"724",23," Private",12,"NeverMarried"," Sales",1,40,1
"725",60," Private",12,"Married"," Transport-moving",2,60,2
"726",22," Private",13,"NeverMarried"," Other-service",2,20,1
"727",61," Private",12,"Married"," Machine-op-inspct",2,40,1
"728",25," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"729",46," Private",17,"NeverMarried"," Tech-support",2,35,2
"730",43," Private",16,"Married"," Exec-managerial",2,40,2
"731",43," Private",15,"DSW"," Craft-repair",2,40,1
"732",24," Private",12,"NeverMarried"," Other-service",2,30,1
"733",68," Self-emp-not-inc",10,"NeverMarried"," Farming-fishing",2,20,1
"734",31," Private",12,"DSW"," Adm-clerical",1,38,1
"735",17," Private",10,"NeverMarried"," Sales",1,20,1
"736",32," Private",12,"Married"," Craft-repair",2,48,2
"737",33," Private",16,"Married"," Prof-specialty",2,47,2
"738",64," Private",16,"Married"," Prof-specialty",2,40,2
"739",20," Private",12,"NeverMarried"," Transport-moving",2,30,1
"740",30," Private",12,"DSW"," Other-service",1,36,1
"741",43," Private",13,"DSW"," Exec-managerial",2,45,1
"742",22," Private",13,"NeverMarried"," Adm-clerical",2,40,1
"743",17," Private",9,"NeverMarried"," Farming-fishing",2,20,1
"744",47," Self-emp-not-inc",12,"Married"," Other-service",1,75,1
"745",41," Private",14,"NeverMarried"," Prof-specialty",1,60,1
"746",56," Private",13,"Married"," Craft-repair",2,50,2
"747",64," Private",12,"Married"," Transport-moving",2,45,1
"748",47," Private",12,"Married"," Transport-moving",2,50,2
"749",48," Private",14,"NeverMarried"," Adm-clerical",2,40,1
"750",31," Private",17,"NeverMarried"," Prof-specialty",1,46,1
"751",29," Private",14,"NeverMarried"," Tech-support",2,40,1
"752",30," Private",12,"DSW"," Adm-clerical",1,40,1
"753",32," Private",12,"Married"," Exec-managerial",2,60,1
"754",57," Private",12,"DSW"," Transport-moving",2,42,2
"755",62," Private",12,"DSW"," Other-service",1,40,1
"756",39," Private",12,"DSW"," Machine-op-inspct",1,24,1
"757",43," Private",13,"NeverMarried"," Adm-clerical",2,25,1
"758",24," Self-emp-inc",16,"NeverMarried"," Sales",2,40,1
"759",53," Private",13,"Married"," Adm-clerical",1,40,2
"760",26," Private",13,"NeverMarried"," Handlers-cleaners",2,40,1
"761",73," Self-emp-not-inc",12,"Married"," Exec-managerial",2,40,1
"762",55," Private",12,"Married"," Machine-op-inspct",2,40,1
"763",25," Private",12,"DSW"," Adm-clerical",2,40,1
"764",41," Private",16,"DSW"," Prof-specialty",1,50,2
"765",24," Private",16,"NeverMarried"," Exec-managerial",2,50,1
"766",63," Private",12,"DSW"," Farming-fishing",2,6,1
"767",17," Private",10,"NeverMarried"," Sales",2,20,1
"768",35," Private",13,"Married"," Craft-repair",2,50,1
"769",51," Private",13,"Married"," Prof-specialty",2,40,2
"770",62," gov",16,"DSW"," Prof-specialty",1,48,1
"771",55," Private",12,"Married"," Craft-repair",2,40,2
"772",43," Private",13,"DSW"," Prof-specialty",2,40,1
"773",40," gov",12,"DSW"," Other-service",1,50,1
"774",37," Private",16,"Married"," Exec-managerial",2,45,2
"775",39," Private",16,"Married"," Craft-repair",2,40,1
"776",31," Private",12,"NeverMarried"," Craft-repair",2,18,1
